YEAR,SCH_OP_CARRIER_AIRLINE_ID,SCH_OP_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
2026,,,UA,EWR,DEN,7.0,-9.0,0.0,232.0,1605.0,,,,,
2026,,,DL,MSY,ATL,4.0,-9.0,0.0,55.0,425.0,,,,,
2026,,,UA,JAC,DEN,20.0,-1.0,0.0,54.0,406.0,,,,,
2026,,,B6,LAX,JFK,11.0,-10.0,0.0,277.0,2475.0,,,,,
2026,,,MQ,AEX,DFW,24.0,12.0,0.0,56.0,285.0,,,,,
2026,,,OO,ORD,DTW,794.0,798.0,0.0,53.0,235.0,0.0,794.0,4.0,0.0,0.0
2026,,,WN,DAL,STL,9.0,-7.0,0.0,77.0,546.0,,,,,
2026,,,AS,HNL,SEA,2.0,-13.0,0.0,296.0,2677.0,,,,,
2026,,,OO,ORD,FNT,138.0,141.0,0.0,43.0,223.0,0.0,138.0,3.0,0.0,0.0
2026,,,DL,ORD,ATL,39.0,69.0,0.0,85.0,606.0,2.0,0.0,30.0,0.0,37.0
2026,,,WN,HOU,MSY,4.0,-3.0,0.0,43.0,303.0,,,,,
2026,,,YX,BOS,CLT,70.0,55.0,0.0,111.0,728.0,55.0,0.0,0.0,0.0,0.0
2026,,,NK,LAX,LAS,3.0,-1.0,0.0,42.0,236.0,,,,,
2026,,,WN,DAL,AUS,19.0,18.0,0.0,33.0,189.0,0.0,0.0,0.0,0.0,18.0
2026,,,WN,MIA,BWI,20.0,-4.0,0.0,124.0,946.0,,,,,
2026,,,DL,MSP,SAN,6.0,3.0,0.0,216.0,1532.0,,,,,
2026,,,OO,SFO,RDD,28.0,32.0,0.0,49.0,199.0,0.0,0.0,4.0,0.0,28.0
2026,,,OO,DEN,CPR,639.0,655.0,0.0,43.0,230.0,639.0,0.0,16.0,0.0,0.0
2026,,,DL,MSP,ATL,6.0,-39.0,0.0,105.0,907.0,,,,,
2026,,,MQ,DFW,SAT,118.0,104.0,0.0,47.0,247.0,36.0,0.0,0.0,0.0,68.0
2026,,,DL,OMA,ATL,7.0,-21.0,0.0,99.0,821.0,,,,,
2026,,,B6,BOS,DCA,2.0,-4.0,0.0,84.0,399.0,,,,,
2026,,,WN,MCO,SRQ,32.0,28.0,0.0,28.0,104.0,10.0,0.0,0.0,0.0,18.0
2026,,,UA,DEN,COS,2.0,-6.0,0.0,26.0,73.0,,,,,
2026,,,C5,IAD,SYR,13.0,16.0,0.0,51.0,295.0,13.0,0.0,3.0,0.0,0.0
2026,,,WN,DCA,STL,4.0,-6.0,0.0,126.0,719.0,,,,,
2026,,,QX,BOI,BZN,21.0,13.0,0.0,48.0,293.0,,,,,
2026,,,MQ,MIA,BHM,3.0,-14.0,0.0,98.0,661.0,,,,,
2026,,,PT,MDT,CLT,30.0,4.0,0.0,75.0,413.0,,,,,
2026,,,OH,CLT,SAV,4.0,1.0,0.0,53.0,213.0,,,,,
2026,,,B6,RSW,BOS,134.0,159.0,0.0,169.0,1249.0,6.0,0.0,25.0,0.0,128.0
2026,,,B6,FLL,HPN,3.0,-16.0,0.0,141.0,1097.0,,,,,
2026,,,DL,SEA,TPA,74.0,61.0,0.0,287.0,2520.0,4.0,0.0,0.0,0.0,57.0
2026,,,YX,DCA,CHS,2.0,-3.0,0.0,76.0,444.0,,,,,
2026,,,UA,EWR,DEN,44.0,34.0,0.0,234.0,1605.0,34.0,0.0,0.0,0.0,0.0
2026,,,AA,CLT,BWI,12.0,1.0,0.0,49.0,361.0,,,,,
2026,,,OO,DTW,CHS,187.0,181.0,0.0,105.0,667.0,181.0,0.0,0.0,0.0,0.0
2026,,,UA,EWR,SFO,228.0,226.0,0.0,358.0,2565.0,10.0,0.0,0.0,0.0,216.0
2026,,,UA,EWR,SFO,38.0,-12.0,0.0,303.0,2565.0,,,,,
2026,,,WN,DEN,DAL,16.0,0.0,0.0,82.0,651.0,,,,,
2026,,,G7,EWR,BUF,55.0,61.0,0.0,61.0,282.0,9.0,0.0,6.0,0.0,46.0
2026,,,DL,MCO,ATL,3.0,-5.0,0.0,64.0,404.0,,,,,
2026,,,WN,PHX,SFO,13.0,-11.0,0.0,91.0,651.0,,,,,
2026,,,NK,IND,EWR,32.0,23.0,0.0,86.0,645.0,0.0,23.0,0.0,0.0,0.0
2026,,,AA,TPA,MIA,8.0,40.0,0.0,45.0,204.0,8.0,0.0,32.0,0.0,0.0
2026,,,G7,RDU,IAD,1.0,-10.0,0.0,40.0,225.0,,,,,
2026,,,NK,EWR,MYR,47.0,25.0,0.0,82.0,550.0,5.0,0.0,1.0,0.0,19.0
2026,,,YV,DSM,IAH,13.0,-16.0,0.0,121.0,802.0,,,,,
2026,,,WN,MCO,PHL,1.0,-7.0,0.0,110.0,862.0,,,,,
2026,,,MQ,ORD,BNA,49.0,51.0,0.0,63.0,409.0,0.0,19.0,2.0,0.0,30.0
2026,,,UA,SLC,ORD,42.0,53.0,0.0,149.0,1250.0,42.0,0.0,11.0,0.0,0.0
2026,,,WN,PVD,MCO,13.0,-8.0,0.0,150.0,1072.0,,,,,
2026,,,WN,ABQ,DEN,21.0,12.0,0.0,51.0,349.0,,,,,
2026,,,NK,SJU,MCO,45.0,29.0,0.0,155.0,1188.0,29.0,0.0,0.0,0.0,0.0
2026,,,G4,SFB,LEX,137.0,138.0,0.0,99.0,667.0,92.0,0.0,1.0,0.0,45.0
2026,,,OO,ORD,SUN,10.0,-5.0,0.0,202.0,1341.0,,,,,
2026,,,WN,SAN,SMF,49.0,32.0,0.0,74.0,480.0,0.0,0.0,0.0,0.0,32.0
2026,,,WN,SJC,SAN,25.0,26.0,0.0,65.0,417.0,4.0,0.0,1.0,0.0,21.0
2026,,,UA,SJU,ORD,35.0,16.0,0.0,272.0,2072.0,16.0,0.0,0.0,0.0,0.0
2026,,,WN,PSP,SJC,5.0,-4.0,0.0,60.0,390.0,,,,,
2026,,,YX,EYW,LGA,6.0,-3.0,0.0,151.0,1207.0,,,,,
2026,,,G4,TYS,FLL,23.0,12.0,0.0,101.0,709.0,,,,,
2026,,,AS,JNU,SEA,7.0,5.0,0.0,120.0,909.0,,,,,
2026,,,WN,BWI,LAX,3.0,-14.0,0.0,334.0,2329.0,,,,,
2026,,,WN,JAX,BWI,6.0,1.0,0.0,86.0,663.0,,,,,
2026,,,B6,PBI,ISP,40.0,21.0,0.0,134.0,1052.0,3.0,0.0,0.0,0.0,18.0
2026,,,B6,BUF,LAX,80.0,83.0,0.0,305.0,2218.0,69.0,0.0,3.0,0.0,11.0
2026,,,DL,ATL,SAT,6.0,3.0,0.0,133.0,874.0,,,,,
2026,,,UA,ORD,RSW,7.0,5.0,0.0,157.0,1120.0,,,,,
2026,,,YX,CVG,ORD,3.0,-8.0,0.0,54.0,264.0,,,,,
2026,,,DL,JFK,SEA,47.0,71.0,0.0,347.0,2422.0,47.0,0.0,24.0,0.0,0.0
2026,,,WN,BUF,RSW,3.0,-14.0,0.0,152.0,1144.0,,,,,
2026,,,AA,AUS,DFW,417.0,426.0,0.0,37.0,190.0,0.0,0.0,9.0,0.0,417.0
2026,,,MQ,ORD,GRB,5.0,32.0,0.0,31.0,173.0,0.0,0.0,27.0,0.0,5.0
2026,,,AA,PIT,DFW,16.0,-2.0,0.0,160.0,1067.0,,,,,
2026,,,UA,OGG,LAX,30.0,14.0,0.0,291.0,2485.0,,,,,
2026,,,WN,RSW,BWI,10.0,-7.0,0.0,112.0,919.0,,,,,
2026,,,DL,ATL,ROC,110.0,136.0,0.0,102.0,749.0,110.0,0.0,26.0,0.0,0.0
2026,,,UA,DEN,LAX,3.0,-20.0,0.0,114.0,862.0,,,,,
2026,,,AS,ORD,SAN,8.0,5.0,0.0,250.0,1723.0,,,,,
2026,,,UA,ORD,IAH,12.0,22.0,0.0,148.0,925.0,12.0,0.0,10.0,0.0,0.0
2026,,,C5,LCH,IAH,9.0,26.0,0.0,41.0,127.0,9.0,0.0,17.0,0.0,0.0
2026,,,UA,PHX,DEN,1.0,-16.0,0.0,75.0,602.0,,,,,
2026,,,PT,CLT,FAY,53.0,32.0,0.0,23.0,118.0,24.0,0.0,0.0,0.0,8.0
2026,,,AA,DFW,GRR,264.0,259.0,0.0,119.0,931.0,168.0,0.0,0.0,0.0,91.0
2026,,,AS,ORD,SAN,1.0,7.0,0.0,253.0,1723.0,,,,,
2026,,,YV,IAH,BZN,12.0,6.0,0.0,203.0,1385.0,,,,,
2026,,,DL,PHL,ATL,12.0,8.0,0.0,94.0,666.0,,,,,
2026,,,NK,FLL,MSY,25.0,38.0,0.0,102.0,673.0,0.0,0.0,38.0,0.0,0.0
2026,,,AS,LAX,HNL,16.0,64.0,0.0,348.0,2556.0,64.0,0.0,0.0,0.0,0.0
2026,,,WN,HOU,DEN,3.0,-10.0,0.0,124.0,883.0,,,,,
2026,,,AS,OGG,SAN,19.0,6.0,0.0,284.0,2540.0,,,,,
2026,,,B6,JFK,BOS,74.0,57.0,0.0,39.0,187.0,0.0,0.0,0.0,0.0,57.0
2026,,,QX,SEA,FCA,3.0,-4.0,0.0,59.0,379.0,,,,,
2026,,,WN,BNA,CHS,2.0,-13.0,0.0,61.0,439.0,,,,,
2026,,,MQ,PIA,DFW,44.0,15.0,0.0,98.0,672.0,2.0,0.0,0.0,0.0,13.0
2026,,,OH,STL,DCA,13.0,-6.0,0.0,87.0,719.0,,,,,
2026,,,B6,RSW,EWR,68.0,50.0,0.0,138.0,1068.0,0.0,0.0,0.0,0.0,50.0
2026,,,WN,SAN,PHX,28.0,22.0,0.0,55.0,304.0,14.0,0.0,0.0,0.0,8.0
2026,,,WN,SJC,LAS,8.0,-4.0,0.0,64.0,386.0,,,,,
2026,,,WN,DAL,SDF,4.0,-7.0,0.0,94.0,725.0,,,,,
2026,,,DL,SAN,SLC,9.0,-15.0,0.0,81.0,626.0,,,,,
2026,,,MQ,ORD,CID,15.0,3.0,0.0,37.0,196.0,,,,,
2026,,,UA,ORD,BWI,13.0,-10.0,0.0,82.0,622.0,,,,,
2026,,,WN,DAL,TPA,14.0,22.0,0.0,111.0,917.0,2.0,0.0,8.0,0.0,12.0
2026,,,DL,DEN,JFK,26.0,34.0,0.0,214.0,1626.0,0.0,0.0,8.0,0.0,26.0
2026,,,WN,MKE,DCA,140.0,223.0,0.0,99.0,634.0,0.0,0.0,179.0,0.0,44.0
2026,,,DL,JFK,LAX,38.0,45.0,0.0,318.0,2475.0,38.0,0.0,7.0,0.0,0.0
2026,,,UA,PVD,ORD,231.0,205.0,0.0,126.0,849.0,205.0,0.0,0.0,0.0,0.0
2026,,,QX,PSC,SEA,3.0,-7.0,0.0,40.0,172.0,,,,,
2026,,,OH,CAK,CLT,43.0,24.0,0.0,66.0,394.0,24.0,0.0,0.0,0.0,0.0
2026,,,WN,MCO,STL,5.0,-19.0,0.0,125.0,882.0,,,,,
2026,,,UA,BNA,SFO,4.0,-25.0,0.0,243.0,1969.0,,,,,
2026,,,DL,AUS,LAS,25.0,16.0,0.0,155.0,1090.0,11.0,0.0,0.0,0.0,5.0
2026,,,MQ,DFW,AMA,1.0,-7.0,0.0,55.0,312.0,,,,,
2026,,,OO,DRO,PHX,41.0,9.0,0.0,55.0,352.0,,,,,
2026,,,UA,SFO,IAH,4.0,-21.0,0.0,183.0,1635.0,,,,,
2026,,,AA,DFW,BNA,8.0,-9.0,0.0,85.0,631.0,,,,,
2026,,,OO,LAX,PHX,3.0,16.0,0.0,60.0,370.0,3.0,0.0,13.0,0.0,0.0
2026,,,UA,DEN,PHX,40.0,34.0,0.0,82.0,602.0,0.0,0.0,0.0,0.0,34.0
2026,,,OO,DEN,RKS,40.0,33.0,0.0,46.0,260.0,0.0,0.0,0.0,0.0,33.0
2026,,,AA,ATL,DFW,110.0,103.0,0.0,122.0,731.0,0.0,0.0,0.0,0.0,103.0
2026,,,DL,LGA,ATL,20.0,6.0,0.0,124.0,762.0,,,,,
2026,,,OO,FWA,ORD,98.0,86.0,0.0,34.0,157.0,0.0,0.0,0.0,0.0,86.0
2026,,,DL,JFK,LAS,15.0,18.0,0.0,316.0,2248.0,15.0,0.0,3.0,0.0,0.0
2026,,,YX,ORD,BDL,7.0,-26.0,0.0,86.0,783.0,,,,,
2026,,,AA,DEN,DFW,19.0,3.0,0.0,84.0,641.0,,,,,
2026,,,DL,PDX,ATL,16.0,9.0,0.0,256.0,2172.0,,,,,
2026,,,WN,LAS,BOI,32.0,4.0,0.0,71.0,519.0,,,,,
2026,,,B6,BOS,ATL,4.0,-3.0,0.0,142.0,946.0,,,,,
2026,,,9E,MSP,CLE,163.0,138.0,0.0,76.0,622.0,0.0,0.0,0.0,0.0,138.0
2026,,,DL,JFK,LAX,9.0,-20.0,0.0,336.0,2475.0,,,,,
2026,,,9E,ATL,BTR,57.0,53.0,0.0,77.0,448.0,2.0,0.0,0.0,0.0,51.0
2026,,,AA,CLT,EWR,1.0,4.0,0.0,81.0,529.0,,,,,
2026,,,NK,MCO,LGA,18.0,36.0,0.0,127.0,950.0,10.0,0.0,25.0,0.0,1.0
2026,,,WN,AUS,LAS,14.0,14.0,0.0,165.0,1090.0,,,,,
2026,,,WN,DEN,BZN,4.0,-12.0,0.0,75.0,524.0,,,,,
2026,,,WN,PVD,MCO,49.0,66.0,0.0,179.0,1072.0,0.0,0.0,66.0,0.0,0.0
2026,,,OO,XNA,ATL,19.0,10.0,0.0,75.0,589.0,,,,,
2026,,,9E,PIT,MSP,272.0,357.0,0.0,124.0,726.0,0.0,272.0,85.0,0.0,0.0
2026,,,WN,STL,MDW,12.0,18.0,0.0,58.0,251.0,0.0,0.0,6.0,0.0,12.0
2026,,,AA,MCO,CLT,19.0,23.0,0.0,76.0,468.0,0.0,1.0,4.0,0.0,18.0
2026,,,C5,SHV,IAH,8.0,-2.0,0.0,40.0,192.0,,,,,
2026,,,AA,CLT,CHS,8.0,7.0,0.0,33.0,168.0,,,,,
2026,,,DL,MIA,ATL,50.0,43.0,0.0,84.0,594.0,5.0,0.0,0.0,0.0,38.0
2026,,,NK,FLL,ATL,110.0,90.0,0.0,84.0,581.0,36.0,0.0,1.0,0.0,53.0
2026,,,AA,AUS,DFW,217.0,196.0,0.0,40.0,190.0,0.0,0.0,0.0,0.0,196.0
2026,,,AA,ATL,MIA,94.0,71.0,0.0,84.0,594.0,1.0,0.0,0.0,0.0,70.0
2026,,,MQ,LEX,DFW,34.0,15.0,0.0,123.0,785.0,3.0,0.0,0.0,0.0,12.0
2026,,,DL,OKC,ATL,2.0,-20.0,0.0,89.0,761.0,,,,,
2026,,,UA,DEN,PBI,4.0,-17.0,0.0,190.0,1679.0,,,,,
2026,,,OH,DFW,HSV,208.0,230.0,0.0,82.0,603.0,15.0,0.0,22.0,0.0,193.0
2026,,,WN,PHX,ORD,19.0,0.0,0.0,165.0,1440.0,,,,,
2026,,,9E,DTW,JFK,26.0,6.0,0.0,72.0,509.0,,,,,
2026,,,MQ,DFW,FSM,40.0,41.0,0.0,42.0,227.0,0.0,18.0,1.0,0.0,22.0
2026,,,AA,DCA,CLT,216.0,201.0,0.0,62.0,331.0,201.0,0.0,0.0,0.0,0.0
2026,,,OO,ORD,ASE,20.0,44.0,0.0,169.0,1013.0,20.0,0.0,24.0,0.0,0.0
2026,,,WN,PHX,BOI,43.0,38.0,0.0,107.0,735.0,0.0,0.0,0.0,0.0,38.0
2026,,,9E,JAX,LGA,1.0,-17.0,0.0,100.0,834.0,,,,,
2026,,,WN,ABQ,PHX,23.0,6.0,0.0,53.0,328.0,,,,,
2026,,,DL,SEA,GEG,23.0,29.0,0.0,35.0,224.0,23.0,0.0,6.0,0.0,0.0
2026,,,UA,ORD,PHL,22.0,0.0,0.0,85.0,678.0,,,,,
2026,,,AA,CLT,TPA,58.0,40.0,0.0,74.0,507.0,40.0,0.0,0.0,0.0,0.0
2026,,,AA,PHX,MIA,22.0,10.0,0.0,221.0,1972.0,,,,,
2026,,,WN,SAN,HNL,13.0,-3.0,0.0,344.0,2614.0,,,,,
2026,,,WN,LAS,AUS,5.0,22.0,0.0,135.0,1090.0,0.0,0.0,22.0,0.0,0.0
2026,,,DL,LAX,SFO,77.0,64.0,0.0,52.0,337.0,64.0,0.0,0.0,0.0,0.0
2026,,,WN,MIA,MCO,2.0,-12.0,0.0,37.0,192.0,,,,,
2026,,,WN,MCI,PHX,6.0,1.0,0.0,162.0,1044.0,,,,,
2026,,,UA,LAX,MCO,34.0,39.0,0.0,259.0,2218.0,34.0,0.0,5.0,0.0,0.0
2026,,,AA,PHL,PHX,1.0,-3.0,0.0,300.0,2076.0,,,,,
2026,,,YX,RDU,BNA,15.0,-1.0,0.0,73.0,442.0,,,,,
2026,,,WN,MCO,MCI,57.0,57.0,0.0,162.0,1072.0,17.0,0.0,0.0,0.0,40.0
2026,,,DL,DTW,ORD,2.0,-15.0,0.0,44.0,235.0,,,,,
2026,,,WN,MSY,STL,5.0,-11.0,0.0,82.0,604.0,,,,,
2026,,,WN,OKC,STL,2.0,-14.0,0.0,60.0,462.0,,,,,
2026,,,AA,PHX,TPA,6.0,-6.0,0.0,206.0,1788.0,,,,,
2026,,,AA,IND,CLT,170.0,187.0,0.0,66.0,427.0,0.0,170.0,17.0,0.0,0.0
2026,,,WN,HDN,DEN,14.0,-10.0,0.0,31.0,141.0,,,,,
2026,,,WN,SAN,LAS,37.0,23.0,0.0,49.0,258.0,0.0,0.0,0.0,0.0,23.0
2026,,,NK,ATL,FLL,112.0,108.0,0.0,89.0,581.0,1.0,0.0,1.0,0.0,106.0
2026,,,QX,SAN,MFR,59.0,67.0,0.0,119.0,734.0,0.0,0.0,8.0,0.0,59.0
2026,,,WN,OAK,SAN,3.0,1.0,0.0,72.0,446.0,,,,,
2026,,,AS,LAX,SEA,25.0,0.0,0.0,124.0,954.0,,,,,
2026,,,DL,ATL,ORD,7.0,20.0,0.0,102.0,606.0,7.0,0.0,13.0,0.0,0.0
2026,,,WN,BWI,GSP,1.0,-12.0,0.0,72.0,426.0,,,,,
2026,,,WN,BNA,LAS,4.0,-19.0,0.0,222.0,1587.0,,,,,
2026,,,F9,MDW,IAH,50.0,24.0,0.0,137.0,917.0,0.0,0.0,0.0,0.0,24.0
2026,,,OO,BFL,PHX,81.0,167.0,0.0,71.0,425.0,81.0,0.0,86.0,0.0,0.0
2026,,,OO,SBN,ORD,155.0,123.0,0.0,23.0,84.0,0.0,0.0,0.0,0.0,123.0
2026,,,UA,LAX,CLE,5.0,-16.0,0.0,232.0,2052.0,,,,,
2026,,,OO,SFO,LAX,2.0,-12.0,0.0,54.0,337.0,,,,,
2026,,,OO,GTF,SLC,12.0,21.0,0.0,67.0,463.0,0.0,12.0,9.0,0.0,0.0
2026,,,AS,SEA,ANC,7.0,-8.0,0.0,198.0,1448.0,,,,,
2026,,,F9,JFK,MCO,5.0,-22.0,0.0,143.0,944.0,,,,,
2026,,,AA,MSP,PHX,33.0,6.0,0.0,162.0,1276.0,,,,,
2026,,,UA,ORD,BOS,8.0,-5.0,0.0,105.0,867.0,,,,,
2026,,,F9,IAH,BWI,30.0,31.0,0.0,154.0,1235.0,30.0,0.0,1.0,0.0,0.0
2026,,,WN,SMF,KOA,137.0,155.0,0.0,311.0,2435.0,0.0,0.0,155.0,0.0,0.0
2026,,,G4,BMI,PIE,13.0,-8.0,0.0,103.0,936.0,,,,,
2026,,,WN,DAL,MCO,21.0,4.0,0.0,114.0,973.0,,,,,
2026,,,UA,ORF,ORD,7.0,78.0,0.0,122.0,717.0,7.0,0.0,71.0,0.0,0.0
2026,,,WN,MSY,AUS,2.0,-14.0,0.0,71.0,445.0,,,,,
2026,,,AS,HNL,OGG,106.0,117.0,0.0,23.0,101.0,11.0,0.0,0.0,0.0,106.0
2026,,,DL,LAX,HNL,52.0,22.0,0.0,305.0,2556.0,0.0,0.0,0.0,0.0,22.0
2026,,,DL,RIC,ATL,1.0,14.0,0.0,90.0,481.0,,,,,
2026,,,G7,ORD,STL,6.0,-4.0,0.0,46.0,258.0,,,,,
2026,,,DL,ATL,SLC,48.0,41.0,0.0,226.0,1590.0,41.0,0.0,0.0,0.0,0.0
2026,,,AS,OGG,PDX,7.0,-6.0,0.0,302.0,2561.0,,,,,
2026,,,OO,DFW,COS,17.0,-4.0,0.0,91.0,592.0,,,,,
2026,,,UA,DEN,TUL,3.0,-1.0,0.0,70.0,541.0,,,,,
2026,,,UA,BOS,IAD,51.0,31.0,0.0,67.0,412.0,0.0,0.0,0.0,0.0,31.0
2026,,,WN,OKC,LAX,31.0,19.0,0.0,177.0,1187.0,8.0,0.0,0.0,0.0,11.0
2026,,,AA,CLT,TPA,4.0,1.0,0.0,75.0,507.0,,,,,
2026,,,9E,SAV,LGA,43.0,35.0,0.0,93.0,722.0,0.0,0.0,0.0,0.0,35.0
2026,,,WN,DEN,PHX,8.0,-17.0,0.0,88.0,602.0,,,,,
2026,,,G4,SNA,DSM,13.0,-5.0,0.0,164.0,1428.0,,,,,
2026,,,QX,BOI,SEA,11.0,-2.0,0.0,70.0,399.0,,,,,
2026,,,DL,ELP,ATL,90.0,74.0,0.0,140.0,1282.0,74.0,0.0,0.0,0.0,0.0
2026,,,YX,ORD,PIT,29.0,15.0,0.0,58.0,413.0,1.0,0.0,0.0,0.0,14.0
2026,,,PT,MDT,CLT,128.0,119.0,0.0,73.0,413.0,0.0,0.0,0.0,0.0,119.0
2026,,,B6,FLL,BDL,69.0,56.0,0.0,149.0,1173.0,56.0,0.0,0.0,0.0,0.0
2026,,,AA,CLT,BUF,9.0,36.0,0.0,76.0,546.0,9.0,0.0,27.0,0.0,0.0
2026,,,AA,JFK,MIA,15.0,-4.0,0.0,161.0,1089.0,,,,,
2026,,,AA,DSM,DFW,64.0,65.0,0.0,96.0,624.0,0.0,0.0,1.0,0.0,64.0
2026,,,WN,OAK,SEA,3.0,3.0,0.0,110.0,672.0,,,,,
2026,,,F9,PHL,SJU,263.0,242.0,0.0,183.0,1576.0,0.0,0.0,0.0,0.0,242.0
2026,,,WN,LAS,SAT,17.0,26.0,0.0,118.0,1069.0,4.0,0.0,9.0,0.0,13.0
2026,,,WN,PHX,SFO,7.0,11.0,0.0,99.0,651.0,,,,,
2026,,,WN,IND,DAL,7.0,30.0,0.0,132.0,755.0,7.0,0.0,23.0,0.0,0.0
2026,,,OO,ORD,MSP,21.0,19.0,0.0,57.0,334.0,19.0,0.0,0.0,0.0,0.0
2026,,,F9,ATL,MCO,129.0,116.0,0.0,60.0,404.0,0.0,0.0,0.0,0.0,116.0
2026,,,WN,BWI,DAL,68.0,72.0,0.0,197.0,1209.0,0.0,0.0,71.0,0.0,1.0
2026,,,AS,HNL,ITO,1.0,0.0,0.0,33.0,216.0,,,,,
2026,,,AS,SEA,OAK,78.0,80.0,0.0,100.0,672.0,78.0,0.0,2.0,0.0,0.0
2026,,,DL,ATL,DTW,24.0,17.0,0.0,77.0,594.0,17.0,0.0,0.0,0.0,0.0
2026,,,PT,SYR,PHL,8.0,28.0,0.0,56.0,228.0,1.0,0.0,20.0,0.0,7.0
2026,,,DL,BTR,ATL,27.0,21.0,0.0,62.0,448.0,21.0,0.0,0.0,0.0,0.0
2026,,,OO,ASE,ORD,213.0,215.0,0.0,149.0,1013.0,0.0,213.0,2.0,0.0,0.0
2026,,,AS,SEA,BUR,29.0,23.0,0.0,130.0,937.0,23.0,0.0,0.0,0.0,0.0
2026,,,WN,DEN,SNA,7.0,-9.0,0.0,124.0,846.0,,,,,
2026,,,DL,DFW,LGA,56.0,25.0,0.0,149.0,1389.0,0.0,0.0,0.0,0.0,25.0
2026,,,DL,ATL,TPA,3.0,-4.0,0.0,59.0,406.0,,,,,
2026,,,OO,ORD,MSP,10.0,-5.0,0.0,65.0,334.0,,,,,
2026,,,DL,SEA,LAX,103.0,106.0,0.0,141.0,954.0,103.0,0.0,3.0,0.0,0.0
2026,,,AA,MIA,BDL,20.0,4.0,0.0,148.0,1194.0,,,,,
2026,,,DL,DCA,ATL,2.0,-30.0,0.0,79.0,547.0,,,,,
2026,,,C5,BHM,IAH,79.0,60.0,0.0,87.0,562.0,0.0,0.0,0.0,0.0,60.0
2026,,,G7,IAD,EWR,99.0,65.0,0.0,43.0,212.0,5.0,0.0,0.0,0.0,60.0
2026,,,WN,LAS,BWI,2.0,-8.0,0.0,237.0,2106.0,,,,,
2026,,,DL,DTW,TPA,131.0,146.0,0.0,139.0,983.0,25.0,0.0,121.0,0.0,0.0
2026,,,UA,IAD,SJU,35.0,24.0,0.0,185.0,1572.0,16.0,0.0,0.0,0.0,8.0
2026,,,OO,ATL,CRW,26.0,25.0,0.0,61.0,363.0,25.0,0.0,0.0,0.0,0.0
2026,,,YV,IAD,SAV,300.0,287.0,0.0,88.0,516.0,67.0,0.0,0.0,0.0,220.0
2026,,,F9,PHL,SJU,10.0,15.0,0.0,209.0,1576.0,10.0,0.0,5.0,0.0,0.0
2026,,,UA,ORD,SRQ,32.0,17.0,0.0,143.0,1050.0,17.0,0.0,0.0,0.0,0.0
2026,,,QX,BOI,SEA,5.0,-5.0,0.0,71.0,399.0,,,,,
2026,,,WN,BNA,LGA,76.0,75.0,0.0,101.0,764.0,0.0,24.0,0.0,0.0,51.0
2026,,,PT,PHL,ART,7.0,62.0,0.0,89.0,287.0,0.0,0.0,55.0,0.0,7.0
2026,,,DL,FLL,LGA,45.0,27.0,0.0,144.0,1076.0,0.0,0.0,27.0,0.0,0.0
2026,,,UA,DEN,SAN,3.0,-23.0,0.0,108.0,853.0,,,,,
2026,,,DL,RDU,MCO,3.0,13.0,0.0,90.0,534.0,,,,,
2026,,,DL,MSP,MCO,7.0,5.0,0.0,137.0,1310.0,,,,,
2026,,,OO,ATL,FAR,23.0,12.0,0.0,150.0,1123.0,,,,,
2026,,,OO,AUS,MSY,37.0,32.0,0.0,66.0,445.0,0.0,0.0,0.0,32.0,0.0
2026,,,AA,LAS,PHL,2.0,19.0,0.0,269.0,2177.0,2.0,0.0,17.0,0.0,0.0
2026,,,OO,PVD,DTW,2.0,-17.0,0.0,107.0,615.0,,,,,
2026,,,OO,AUS,BNA,22.0,33.0,0.0,113.0,756.0,22.0,0.0,11.0,0.0,0.0
2026,,,WN,OAK,PHX,7.0,2.0,0.0,93.0,646.0,,,,,
2026,,,OO,DFW,TYR,35.0,48.0,0.0,46.0,102.0,35.0,0.0,13.0,0.0,0.0
2026,,,OH,BTR,CLT,20.0,19.0,0.0,88.0,675.0,0.0,0.0,0.0,0.0,19.0
2026,,,QX,SAN,PAE,20.0,4.0,0.0,160.0,1080.0,,,,,
2026,,,UA,ORD,BTV,71.0,59.0,0.0,90.0,763.0,59.0,0.0,0.0,0.0,0.0
2026,,,WN,DEN,RSW,1.0,-6.0,0.0,190.0,1607.0,,,,,
2026,,,AA,DFW,SJU,23.0,12.0,0.0,245.0,2165.0,,,,,
2026,,,AA,PHL,MCO,6.0,-24.0,0.0,116.0,862.0,,,,,
2026,,,OO,SYR,DTW,9.0,60.0,0.0,61.0,374.0,0.0,9.0,51.0,0.0,0.0
2026,,,DL,SRQ,DTW,13.0,-14.0,0.0,127.0,1022.0,,,,,
2026,,,OH,PHL,GSP,6.0,-4.0,0.0,82.0,515.0,,,,,
2026,,,DL,LGA,IAH,1.0,6.0,0.0,243.0,1416.0,,,,,
2026,,,OH,PHL,DCA,118.0,148.0,0.0,41.0,120.0,7.0,0.0,30.0,0.0,111.0
2026,,,DL,ABQ,ATL,2.0,-23.0,0.0,143.0,1269.0,,,,,
2026,,,OO,ASE,ORD,202.0,217.0,0.0,113.0,1013.0,0.0,202.0,15.0,0.0,0.0
